strategy,params,risk,atr_mult,pnl,dd,trades,equity_end,cagr
rsi,"period=14,eL=25.0,xL=50.0,ema=200",0.003,3.0,-73.62,165.61,24,9926.38,-0.2
ema,"fast=50,slow=200",0.003,3.0,844.41,2061.48,773,10844.41,2.24
ema,"fast=50,slow=200",0.003,2.5,1680.84,2443.65,773,11680.84,4.33
ema,"fast=50,slow=200",0.003,2.0,2868.66,3309.07,773,12868.66,7.12
ema,"fast=50,slow=200",0.005,2.0,4369.57,5692.89,773,14369.57,10.39
ema,"fast=50,slow=200",0.01,2.0,5808.13,11918.75,773,15808.13,13.3
